39.927558,116.470818
39.927267,116.470907
39.927173,116.472355
39.929168,116.472527
39.931032,116.472530
39.930795,116.471813
39.931248,116.472522
39.932642,116.472932
39.932233,116.472380
39.932668,116.471425
39.932792,116.467195
39.932805,116.462513
39.939612,116.477472
39.962672,116.481282
39.961997,116.456293
39.934857,116.455428
39.933423,116.457232
39.867298,116.441893
39.865193,116.444192
39.951682,116.449198
39.933370,116.455833
39.941608,116.456042
39.953858,116.475482
39.955482,116.482390
39.956518,116.481332
39.900853,116.508353
39.915212,116.487893
39.899937,116.484008
39.899428,116.484708
39.905512,116.476227
39.967588,116.410673
39.967082,116.402857
39.967597,116.400832
39.967333,116.393690
39.966650,116.390988
39.966942,116.389260
39.967247,116.389778
39.966830,116.381113
39.966185,116.315073
39.975502,116.311158
39.981813,116.310362
39.981287,116.309995
39.980930,116.310907
39.980850,116.310213
39.982048,116.311250
39.980845,116.310085
39.980785,116.311233
39.979818,116.311275
39.979273,116.310592
39.978567,116.309590
39.980077,116.306538
39.981113,116.306713
39.980617,116.310265
39.979463,116.309962
39.980975,116.305527
39.981013,116.308425
39.981208,116.308812
39.980993,116.310282
39.976243,116.311055
39.975458,116.311490
39.974597,116.313023
39.975370,116.318498
39.974910,116.319165
39.975182,116.327065
39.974773,116.342125
39.972822,116.342518
39.971630,116.344882
39.967213,116.344730
39.967137,116.345395
39.967485,116.344915
39.966702,116.345177
39.966162,116.343792
39.966498,116.347353
39.966382,116.355123
39.967137,116.382690
39.967337,116.384083
39.967250,116.383767
39.967570,116.407323
39.967417,116.431205
39.959180,116.443972
39.966510,116.439548
39.966600,116.441365
39.958695,116.445567
39.951638,116.454762
39.949692,116.455257
39.932632,116.455582
39.931975,116.465962
39.932097,116.467273
39.932775,116.470293
39.932517,116.470735
39.933393,116.470348
39.927403,116.470880
39.975053,116.341997
39.972882,116.342362
39.972162,116.344877
39.968185,116.344323
39.967148,116.344573
39.967155,116.345325
39.967447,116.345093
39.966950,116.345283
39.967458,116.345285
39.967098,116.345293
39.967485,116.344915
39.966802,116.345432
39.966130,116.343267
39.966498,116.347353
39.966102,116.352855
39.966603,116.356708
39.966267,116.360040
39.966678,116.377652
39.966850,116.382237
39.967497,116.383608
39.967062,116.383957
39.966993,116.388117
39.967380,116.405753
39.967772,116.408310
39.967937,116.429475
39.966437,116.433120
39.959180,116.443972
39.966510,116.439548
39.966600,116.441365
39.959002,116.445105
39.952007,116.454508
39.950317,116.455358
39.932775,116.455205
39.932253,116.460222
39.932370,116.464240
39.931850,116.467208
39.932262,116.467585
39.932388,116.469685
39.932958,116.470452
39.932352,116.470682
39.933013,116.470150
39.933432,116.470485
39.932302,116.471232
39.932143,116.472082
39.930513,116.472275
39.927167,116.472290
39.926953,116.471878
39.927403,116.470880
