39.927558,116.470818
39.927338,116.470527
39.927455,116.470527
39.927462,116.470642
39.927463,116.470677
39.927455,116.470717
39.927438,116.470750
39.927405,116.470775
39.927325,116.470850
39.927295,116.470885
39.927267,116.470907
39.927255,116.470938
39.927242,116.471007
39.927213,116.471118
39.927185,116.471175
39.927177,116.471190
39.927135,116.471203
39.927108,116.471203
39.927075,116.471190
39.927055,116.471173
39.927022,116.471163
39.926987,116.471150
39.926958,116.471143
39.926938,116.471133
39.926897,116.471130
39.926900,116.471132
39.926917,116.471157
39.926942,116.471215
39.926938,116.471247
39.926942,116.471293
39.926943,116.471323
39.926947,116.471358
39.926950,116.471397
39.926970,116.471440
39.926985,116.471475
39.926987,116.471493
39.926982,116.471520
39.926982,116.471537
39.926985,116.471558
39.927022,116.471587
39.927053,116.471647
39.927063,116.471692
39.927043,116.471713
39.927000,116.471725
39.927023,116.471758
39.926943,116.471980
39.926957,116.471995
39.926970,116.472003
39.926980,116.472020
39.927010,116.472075
39.927018,116.472117
39.927038,116.472157
39.927048,116.472163
39.927052,116.472167
39.927052,116.472185
39.927055,116.472222
39.927073,116.472287
39.927105,116.472337
39.927125,116.472342
39.927150,116.472347
39.927173,116.472355
39.927272,116.472373
39.927290,116.472375
39.927313,116.472370
39.927363,116.472390
39.927387,116.472397
39.927432,116.472405
39.927462,116.472408
39.927490,116.472413
39.927513,116.472398
39.927547,116.472398
39.927577,116.472388
39.927595,116.472373
39.927620,116.472362
39.927640,116.472360
39.927667,116.472353
39.927692,116.472348
39.927727,116.472362
39.927755,116.472355
39.927775,116.472355
39.927810,116.472345
39.927803,116.472195
39.927830,116.472018
39.927832,116.472063
39.927877,116.472213
39.927903,116.472218
39.927923,116.472218
39.927943,116.472223
39.927965,116.472238
39.927990,116.472255
39.928012,116.472273
39.928027,116.472287
39.928050,116.472307
39.928077,116.472308
39.928095,116.472317
39.928117,116.472325
39.928142,116.472337
39.928165,116.472332
39.928195,116.472335
39.928223,116.472347
39.928258,116.472350
39.928292,116.472347
39.928317,116.472343
39.928348,116.472338
39.928410,116.472323
39.928440,116.472327
39.928472,116.472327
39.928488,116.472332
39.928512,116.472368
39.928585,116.472395
39.928605,116.472412
39.928620,116.472418
39.928630,116.472448
39.928643,116.472432
39.928655,116.472455
39.928692,116.472443
39.928798,116.472428
39.928830,116.472427
39.928890,116.472410
39.928943,116.472402
39.928952,116.472393
39.929080,116.472500
39.929080,116.472503
39.929168,116.472527
39.929187,116.472547
39.929303,116.472173
39.929387,116.472075
39.929398,116.472057
39.929350,116.472072
39.929328,116.472067
39.929285,116.472102
39.929308,116.472125
39.929307,116.472110
39.929250,116.472252
39.929238,116.472273
39.929235,116.472288
39.929272,116.472353
39.929298,116.472352
39.929327,116.472347
39.929377,116.472333
39.929403,116.472333
39.929495,116.472325
39.929523,116.472325
39.929548,116.472327
39.929572,116.472337
39.929600,116.472345
39.929627,116.472342
39.929653,116.472333
39.929738,116.472352
39.929762,116.472357
39.929782,116.472355
39.929827,116.472362
39.929843,116.472380
39.929873,116.472397
39.929892,116.472390
39.929905,116.472383
39.929933,116.472393
39.929968,116.472407
39.929992,116.472407
39.930015,116.472418
39.930043,116.472430
39.930073,116.472445
